id,author,commit_year,commits_count
898,Josh Mize,2013,1
1457,Bruno Renié,2013,1
107,George Song,2013,1
1462,Tobias Carlander,2013,1
2117,Filipa Andrade,2013,1
2118,Albert Wang,2013,1
2122,Bernardo Pires,2013,1
712,Tomer Chachamu,2013,1
1483,Deric Crago,2013,1
103,Paul C. Anagnostopoulos,2013,1
701,Alisson,2013,1
153,Jimmy Song,2013,1
2128,Dražen Lučanin,2013,1
694,Helen ST,2013,1
2208,Sorcha Bowler,2013,1
2131,Frank Wiles,2013,1
787,Grzegorz Nosek,2013,1
2167,Romain B.,2013,1
672,Jaime Irurzun,2013,1
1518,Chris Streeter,2013,1
670,Kaspars Sprogis,2013,1
1522,Susan Tan,2013,1
1523,mark hellewell,2013,1
791,Rafal Stozek,2013,1
663,Brett Koonce,2013,1
660,Anders Kaseorg,2013,1
1219,fako,2013,1
2141,Tobias McNulty,2013,1
91,johannes-gehrs,2013,1
124,ferhat elmas,2013,1
952,Jim Bailey,2013,1
652,Andrew Clark,2013,1
2301,Will Hardy,2013,1
648,Denis Moskalets,2013,1
142,Ben Huckvale,2013,1
141,Raphael Jasjukaitis,2013,1
639,Andrei Picus,2013,1
638,Adam Wentz,2013,1
1563,Oliver Beattie,2013,1
2149,Rogério Yokomizo,2013,1
904,Sascha Peilicke,2013,1
622,Vladimir A Filonov,2013,1
1052,Julian Bez,2013,1
1588,Josh Smeaton,2013,1
1589,Antoine Catton,2013,1
1590,"Stefan ""hr"" Berder",2013,1
1389,Christoph Sieghart,2013,1
1388,Yohan Boniface,2013,1
1599,Evrim Çabuk,2013,1
79,Joe Friedl,2013,1
586,Ondrej Sika,2013,1
1612,Bartolomé Sánchez,2013,1
1613,Thomas Schreiber,2013,1
1381,postrational,2013,1
580,Åke Forslund,2013,1
138,Hiroki Kiyohara,2013,1
576,Boryslav Larin,2013,1
1627,Ryan West,2013,1
2221,Daniel Sokolowski,2013,1
1066,Alexander,2013,1
1630,micahhausler,2013,1
1631,Matthew Tretter,2013,1
1380,Paul Tax,2013,1
562,Sergio Oliveira,2013,1
673,Claude Paroz,2012,461
1020,Aymeric Augustin,2012,419
1258,Tim Graham,2012,147
1079,Jannis Leidel,2012,133
1827,Anssi Kääriäinen,2012,130
1147,Ramiro Morales,2012,88
450,Alex Gaynor,2012,78
2243,Julien Phalip,2012,73
180,Andrew Godwin,2012,42
1718,Florian Apolloner,2012,40
1746,Adrian Holovaty,2012,40
2088,Preston Holmes,2012,39
600,Carl Meyer,2012,36
1838,Luke Plant,2012,34
122,Russell Keith-Magee,2012,25
995,Paul McMillan,2012,22
2110,Justin Bronn,2012,19
253,James Bennett,2012,18
2132,Timo Graham,2012,13
2302,Karen Tracey,2012,13
1684,Ian Clelland,2012,12
1334,Chris Beaven,2012,11
209,Marc Tamlyn,2012,9
2210,Simon Meers,2012,8
626,Daniel Greenfeld,2012,7
1945,Travis Swicegood,2012,6
1272,Jacob Kaplan-Moss,2012,6
1546,Dan Loewenherz,2012,4
1609,Tom Christie,2012,4
341,Honza Kral,2012,4
468,Mitar,2012,4
68,David Fischer,2012,4
892,Aviral Dasgupta,2012,3
5,Daniel Hepper,2012,3
1151,Mike Grouchy,2012,3
2161,Malcolm Tredinnick,2012,3
821,Not Carl,2012,3
508,Piet Delport,2012,3
480,Andrei Antoukh,2012,3
1659,Alexey Boriskin,2012,3
344,Jan Bednařík,2012,3
1134,Danilo Bargen,2012,3
1851,Daniele Procida,2012,3
482,Nick Martini,2012,2
884,Jeroen Dekkers,2012,2
1067,Matt Stevens,2012,2
1090,Lee Reilly,2012,2
1732,Simon Charette,2012,2
2193,Yohan Boniface,2012,2
2035,Anton I. Sipos,2012,2
1963,Michael Manfre,2012,2
1641,Gabriel Hurley,2012,2
885,Anton Danilchenko,2012,2
1013,Dmitry Medvinsky,2012,2
1986,Brian Galey,2012,2
1508,Stephen Burrows,2012,2
257,Jeremy Dunck,2012,2
1633,Mike Johnson,2012,2
1165,Collin Anderson,2012,2
503,Tom Insam,2012,2
1796,nklas,2012,2
566,Shabda Raaj,2012,2
108,Gabe Jackson,2012,2
1895,Audrey Roy,2012,2
472,Bryan Veloso,2012,2
1829,Bruno Renié,2012,2
1286,Flavio Curella,2012,2
429,Tai Lee,2012,2
288,Craig Blaszczyk,2012,1
803,Vebjorn Ljosa,2012,1
786,Tom Mortimer-Jones,2012,1
2011,Camilo Nova,2012,1
1601,Andy Dirnberger,2012,1
1544,Vladimír Macek,2012,1
2017,Patryk Zawadzki,2012,1
1337,Emil Stenström,2012,1
441,Brett Koonce,2012,1
2027,Rafik Draoui,2012,1
1152,mpaolini,2012,1
1778,Brian Holdefehr,2012,1
1153,Michael Kelly,2012,1
1336,orblivion,2012,1
4,Sean Breant,2012,1
1267,Kirill Zaitsev,2012,1
1394,Stratos Moros,2012,1
589,Markus Zapke-Gründemann,2012,1
1671,Tim Saylor,2012,1
1279,Daniel D. Beck,2012,1
1680,Andrews Medina,2012,1
2049,Benjamin Peterson,2012,1
1236,Beshr Kayali,2012,1
431,Chris Lawlor,2012,1
462,Juan Riaza,2012,1
1086,Roman Haritonov,2012,1
647,juanpex,2012,1
1156,WoLpH,2012,1
2061,Jeremy Cowgar,2012,1
2315,Kevin McCarthy,2012,1
274,Julian Bez,2012,1
1225,Stefan Kjartansson,2012,1
14,Caleb Smith,2012,1
275,Eric Davis,2012,1
1069,Angeline Tan,2012,1
30,Val Neekman,2012,1
1561,Serge G. Spaolonzi,2012,1
1397,Eduardo Cereto Carvalho,2012,1
1140,Jonatan Heyman,2012,1
1260,Scott Klein,2012,1
1391,John Paulett,2012,1
1993,Michael Farrell,2012,1
1742,vanschelven,2012,1
473,Glen Robertson,2012,1
585,Dmitry Shevchenko,2012,1
812,Sebastián Magrí,2012,1
1181,Jann Kleen,2012,1
1571,Jens Page,2012,1
2152,jakul,2012,1
776,Martey Dodoo,2012,1
1427,Raúl Cumplido,2012,1
1346,Nicolas Ippolito,2012,1
1419,jnns,2012,1
1349,danger,2012,1
1978,Michal Petrucha,2012,1
2188,Ludovic Delaveau,2012,1
1351,Rigel Di Scala,2012,1
2202,Mateusz Haligowski,2012,1
902,George Song,2012,1
287,David Cramer,2012,1
754,Pablo Recio,2012,1
497,kspi,2012,1
2203,Baptiste Mispelon,2012,1
110,Ulrich Petri,2012,1
1206,Ben Spaulding,2012,1
499,Kyle Fuller,2012,1
1249,Enrico Ehrhardt,2012,1
1971,Dave Hall,2012,1
1794,Josh Smeaton,2012,1
2116,Gabriel Grant,2012,1
614,Daniel Roseman,2012,1
369,Marc Aymerich,2012,1
1113,Renato Pedigoni,2012,1
547,Michael Newman,2012,1
1854,Brent O'Connor,2012,1
1098,Ryan Kaskel,2012,1
117,maurizio,2012,1
1586,Andrew Badr,2012,1
1075,Guilherme Gondim,2012,1
940,Andreas Hug,2012,1
304,Boo,2012,1
2261,mitnk,2012,1
13,Brendan MacDonell,2012,1
900,Chris Khoo,2012,1
41,Tomáš Ehrlich,2012,1
363,Adrien Lemaire,2012,1
1318,Riley Strong,2012,1
1886,Hannes Struss,2012,1
67,Don Spaulding,2012,1
950,Bojan Mihelac,2012,1
1109,Thomas Bartelmess,2012,1
1894,Chris Streeter,2012,1
1896,Brad Pitcher,2012,1
1355,Brandon Adams,2012,1
1820,Chris McDonald,2012,1
681,Tom Terrace,2012,1
1822,Matthew Tretter,2012,1
1934,Martin Brochhaus,2012,1
371,shepdl,2012,1
1698,Mike Yumatov,2012,1
946,martin.bohacek,2012,1
872,Kent Hauser,2012,1
1697,Ben Longden,2012,1
1239,Edward Tjörnhammar,2012,1
1923,Michael Johnson,2012,1
330,Nuno Maltez,2012,1
2272,Anton Baklanov,2012,1
601,Marc Neuwirth,2012,1
1470,Kirill Fomichev,2012,1
1471,Michael Blume,2012,1
2177,Jason Davies,2012,1
1081,George Hickman,2012,1
1408,Alex Ogier,2012,1
717,Martijn Vermaat,2012,1
1638,Issac Kelly,2012,1
1481,Tyler Ball,2012,1
1054,anatoly techtonik,2012,1
25,Eric Florenzano,2012,1
823,Carlos Palol,2012,1
1712,Samuel Sutch,2012,1
155,Jason Yan,2012,1
211,Jannis Leidel,2011,403
989,Russell Keith-Magee,2011,211
297,Ramiro Morales,2011,173
1558,Luke Plant,2011,155
161,Aymeric Augustin,2011,102
2043,Adrian Holovaty,2011,98
738,Alex Gaynor,2011,92
1374,Julien Phalip,2011,89
324,Carl Meyer,2011,74
1261,Timo Graham,2011,70
1910,Gabriel Hurley,2011,53
2205,Chris Beaven,2011,42
1222,Justin Bronn,2011,35
1282,Malcolm Tredinnick,2011,32
132,Paul McMillan,2011,29
1434,Karen Tracey,2011,27
1340,Simon Meers,2011,20
1041,Andrew Godwin,2011,17
1111,James Bennett,2011,15
2142,Jacob Kaplan-Moss,2011,14
2138,Ian Kelly,2011,11
1564,Idan Gazit,2011,6
1902,Honza Král,2011,4
1281,Brian Rosner,2011,1
974,Graham Dumpleton,2011,1
268,Russell Keith-Magee,2010,619
909,Jannis Leidel,2010,296
532,Alex Gaynor,2010,140
2054,Luke Plant,2010,130
2129,Karen Tracey,2010,92
2220,Justin Bronn,2010,85
1536,Adrian Holovaty,2010,72
1513,Gabriel Hurley,2010,68
2309,Timo Graham,2010,60
148,James Bennett,2010,56
1117,Joseph Kocherhans,2010,53
984,Ramiro Morales,2010,53
1445,Jacob Kaplan-Moss,2010,42
1246,Chris Beaven,2010,29
2296,Malcolm Tredinnick,2010,26
1706,Honza Král,2010,20
806,Carl Meyer,2010,17
1449,Ian Kelly,2010,17
2095,Simon Meers,2010,11
114,Gary Wilson Jr,2010,10
612,Jarek Zgoda,2010,9
2295,Brian Rosner,2010,9
86,Andrew Godwin,2010,5
1275,Nicola Larosa,2010,4
2230,Marc Fargas,2010,2
2160,Aljosa Mohorovic,2010,1
1362,Russell Keith-Magee,2009,322
178,Jacob Kaplan-Moss,2009,194
1058,Malcolm Tredinnick,2009,160
1145,Justin Bronn,2009,96
758,Luke Plant,2009,84
937,Karen Tracey,2009,82
1220,Gary Wilson Jr,2009,52
1186,James Bennett,2009,27
170,Ian Kelly,2009,26
1057,Brian Rosner,2009,23
2174,Jannis Leidel,2009,20
1875,Jarek Zgoda,2009,17
365,Adrian Holovaty,2009,15
1676,Matt Boersma,2009,11
1121,Marc Fargas,2009,9
2224,Joseph Kocherhans,2009,8
54,Nicola Larosa,2009,8
2186,Simon Willison,2009,5
928,Aljosa Mohorovic,2009,3
2105,Ramiro Morales,2009,2
915,Wilson Miner,2009,1
1201,James Tauber,2009,1
1804,Ludvig Ericson,2009,1
199,Malcolm Tredinnick,2008,666
1038,Jacob Kaplan-Moss,2008,243
2228,Russell Keith-Magee,2008,230
654,Adrian Holovaty,2008,154
2099,Gary Wilson Jr,2008,135
200,Brian Rosner,2008,116
2064,James Bennett,2008,103
267,Marc Fargas,2008,62
75,Karen Tracey,2008,56
461,Luke Plant,2008,39
290,Justin Bronn,2008,35
1034,Ian Kelly,2008,25
924,Nicola Larosa,2008,24
1598,Jarek Zgoda,2008,18
1312,Simon Willison,2008,17
1295,Jannis Leidel,2008,17
1505,Ludvig Ericson,2008,13
1952,Matt Boersma,2008,12
43,Wilson Miner,2008,9
1231,Ramiro Morales,2008,7
61,Aljosa Mohorovic,2008,5
537,Marc Garcia,2008,5
1356,Joseph Kocherhans,2008,1
1468,Malcolm Tredinnick,2007,810
2223,Adrian Holovaty,2007,516
661,Russell Keith-Magee,2007,199
1782,Jacob Kaplan-Moss,2007,149
807,Gary Wilson Jr,2007,138
780,James Bennett,2007,24
1784,Ian Kelly,2007,14
944,Matt Boersma,2007,11
1209,Luke Plant,2007,6
364,Joseph Kocherhans,2007,5
563,Simon Willison,2007,3
1650,Wilson Miner,2007,2
2245,Adrian Holovaty,2006,854
1480,Malcolm Tredinnick,2006,175
767,Georg Bauer,2006,90
632,Russell Keith-Magee,2006,86
1769,Jacob Kaplan-Moss,2006,83
1182,Luke Plant,2006,20
1660,Wilson Miner,2006,12
1848,Adrian Holovaty,2005,1015
2291,Jacob Kaplan-Moss,2005,130
1010,Georg Bauer,2005,112
1315,Wilson Miner,2005,20
